id,phrase,level,main_category,sub_category,cluster
478,have the ability to,C2,Education,Learning_Skills,0
479,strongly support,C2,Daily_Life,General_Interactions,0
480,highly effective,C2,Daily_Life,General_Interactions,0
481,utterly alone,C2,Psychology_Emotions,Feelings_Emotions,0
482,lose your nerve,C2,Daily_Life,General_Interactions,0
483,utterly appalled,C2,Psychology_Emotions,Feelings_Emotions,0
484,make a breakthrough,C2,Psychology_Emotions,Motivation,0
485,utterly convinced,C2,Daily_Life,General_Interactions,0
486,make a contribution,C2,Daily_Life,General_Interactions,0
487,utterly devastated,C2,Psychology_Emotions,Feelings_Emotions,0
488,make good progress,C2,Daily_Life,General_Interactions,0
489,utterly exhausted,C2,Psychology_Emotions,Feelings_Emotions,0
490,miss the point,C2,Daily_Life,General_Interactions,0
491,utterly impossible,C2,Daily_Life,General_Interactions,0
492,pass an exam,C1,Education,Exams_Assessments,0
493,utterly miserable,C2,Psychology_Emotions,Feelings_Emotions,0
494,play flops,B2,Communication_Media_Arts,Speaking_Expressions,0
495,utterly ridiculous,C2,Daily_Life,General_Interactions,0
496,remarkable achievement,C2,Psychology_Emotions,Motivation,0
497,utterly stupid,C2,Daily_Life,General_Interactions,0
498,spectacular failure,C2,Education,Exams_Assessments,0
499,utterly wrong,C2,Daily_Life,General_Interactions,0
500,take advantage of,C2,Daily_Life,General_Interactions,0
501,weep bitterly,C2,Daily_Life,General_Interactions,0
502,useful contribution,C2,Daily_Life,General_Interactions,0
503,a phone call,C1,Technology_Digital,Devices_Hardware,0
504,win respect,C1,Society_Law_Politics,Human_Rights,0
505,do an experiment,C2,Science_Nature,Research_Methods,0
506,adverse effect,C2,Daily_Life,General_Interactions,0
507,do damage,B2,Daily_Life,General_Interactions,0
508,affect someone deeply,C2,Daily_Life,General_Interactions,0
509,do exercises,C1,Health_Medicine,Fitness_Exercise,0
510,attract criticism,C2,Psychology_Emotions,Behavior,0
511,do harm,B1,Daily_Life,General_Interactions,0
512,attract interest,C2,Psychology_Emotions,Behavior,0
513,do someone a favour,C2,Daily_Life,General_Interactions,0
514,attract support,C2,Psychology_Emotions,Behavior,0
515,do someone a good turn,C2,Daily_Life,General_Interactions,0
516,beneficial effect,C2,Daily_Life,General_Interactions,0
517,bring about a revolution,C2,Science_Nature,Biology_Life_Sciences,0
518,do the cooking,C2,Daily_Life,Routine_Activities,0
519,bring about a transformation,C2,Daily_Life,General_Interactions,0
520,do the ironing,C2,Daily_Life,Routine_Activities,0
521,bring about the collapse,C2,Daily_Life,General_Interactions,0
522,do the shopping,C2,Daily_Life,Shopping_Everyday,0
523,bring about the downfall,C2,Daily_Life,General_Interactions,0
524,do the washing,C2,Daily_Life,Routine_Activities,0
525,cause alarm,C1,Daily_Life,General_Interactions,0
526,do your best,C1,Daily_Life,General_Interactions,0
527,cause a lot of damage,C2,Daily_Life,General_Interactions,0
528,do your hair,C1,Technology_Digital,Artificial_Intelligence,0
529,cause an uproar,C2,Daily_Life,General_Interactions,0
530,do your homework,C2,Education,University_School,0
531,cause anxiety,C2,Health_Medicine,Mental_Health,0
532,make a change,C2,Daily_Life,General_Interactions,0
533,cause a sensation,C2,Daily_Life,General_Interactions,0
534,make a choice,C2,Daily_Life,General_Interactions,0
535,cause chaos,C1,Daily_Life,General_Interactions,0
536,make a comment,C2,Communication_Media_Arts,Opinion_Discussion,0
537,cause concern,C2,Daily_Life,General_Interactions,0
538,cause embarrassment,C2,Daily_Life,General_Interactions,0
539,cause havoc,C1,Daily_Life,General_Interactions,0
540,create a bad impression,C2,Communication_Media_Arts,Media_Journalism,0
541,create awareness,C2,Health_Medicine,Healthcare_Hospital,0
542,make an excuse,C2,Daily_Life,General_Interactions,0
543,create problems,C2,Health_Medicine,Healthcare_Hospital,0
544,make an improvement,C2,Daily_Life,General_Interactions,0
545,direct result,C2,Daily_Life,General_Interactions,0
546,make a phone call,C2,Technology_Digital,Devices_Hardware,0
547,effect a change,C2,Daily_Life,General_Interactions,0
548,make arrangements for,C2,Daily_Life,General_Interactions,0
549,have a lot of influence,C2,Daily_Life,General_Interactions,0
550,make changes,C1,Daily_Life,General_Interactions,0
551,have an effect,C2,Daily_Life,General_Interactions,0
552,make comments,C2,Communication_Media_Arts,Opinion_Discussion,0
553,have an effect on,C2,Daily_Life,General_Interactions,0
554,make friends,C1,Daily_Life,General_Interactions,0
555,have an impact on,C2,Psychology_Emotions,Behavior,0
556,make improvements,C2,Daily_Life,General_Interactions,0
557,huge effect,C1,Daily_Life,General_Interactions,0
558,immediate cause,C2,Communication_Media_Arts,Media_Journalism,0
559,biting wind,C1,Science_Nature,Natural_Phenomena,0
560,increase the impact,C2,Psychology_Emotions,Behavior,0
561,blanket of fog,C2,Science_Nature,Natural_Phenomena,0
562,indirect result,C2,Daily_Life,General_Interactions,0
563,blanket of mist,C2,Science_Nature,Natural_Phenomena,0
564,inevitable outcome,C2,Psychology_Emotions,Stress_Mental_State,0
565,blow down fences,C2,Science_Nature,Natural_Phenomena,0
566,inevitable result,C2,Psychology_Emotions,Stress_Mental_State,0
567,break in the clouds,C2,Science_Nature,Natural_Phenomena,0
568,major impact,C1,Psychology_Emotions,Behavior,0
569,cause damage,C1,Daily_Life,General_Interactions,0
570,make a bad impression,C2,Communication_Media_Arts,Media_Journalism,0
571,crisp snow,B2,Science_Nature,Natural_Phenomena,0
572,minimise the impact,C2,Psychology_Emotions,Behavior,0
573,dense fog,B2,Science_Nature,Natural_Phenomena,0
574,negative effect,C2,Daily_Life,General_Interactions,0
575,destroy buildings,C2,Science_Nature,Natural_Phenomena,0
576,positive effect,C2,Daily_Life,General_Interactions,0
577,driving rain,C1,Technology_Digital,Artificial_Intelligence,0
578,predictable outcome,C2,Psychology_Emotions,Stress_Mental_State,0
579,driving snow,C1,Travel_Transportation,Road_Travel,0
580,produce results,C2,Daily_Life,General_Interactions,0
581,fog comes down,C2,Science_Nature,Natural_Phenomena,0
582,produce the opposite effect,C2,Daily_Life,General_Interactions,0
583,fog lifts,B2,Science_Nature,Natural_Phenomena,0
584,reduce the impact,C2,Psychology_Emotions,Behavior,0
585,freak storms,C1,Science_Nature,Natural_Phenomena,0
586,spark off demonstrations,C2,Daily_Life,General_Interactions,0
587,freak weather conditions,C2,Science_Nature,Natural_Phenomena,0
588,spark off riots,C2,Daily_Life,General_Interactions,0
589,freezing cold,C2,Science_Nature,Natural_Phenomena,0
590,acute hearing,C2,Daily_Life,General_Interactions,0
591,fresh snow,B2,Science_Nature,Natural_Phenomena,0
592,acute sense of smell,C2,Daily_Life,General_Interactions,0
593,gale force winds,C2,Science_Nature,Physics_Chemistry,0
594,blot out a memory,C2,Psychology_Emotions,Feelings_Emotions,0
595,hard frost,B2,Science_Nature,Natural_Phenomena,0
596,clean forget,C1,Daily_Life,General_Interactions,0
597,heavy rain,B2,Technology_Digital,Artificial_Intelligence,0
598,completely forget,C2,Daily_Life,General_Interactions,0
599,distinctly remember,C2,Daily_Life,General_Interactions,0
600,high wind,B2,Science_Nature,Natural_Phenomena,0
601,earliest memory,C2,Psychology_Emotions,Feelings_Emotions,0
602,light frost,C1,Science_Nature,Natural_Phenomena,0
603,forget someone's name,C2,Daily_Life,General_Interactions,0
604,light wind,B2,Science_Nature,Natural_Phenomena,0
605,forget your homework,C2,Education,University_School,0
606,looks like rain,C2,Technology_Digital,Artificial_Intelligence,0
607,get the impression,C2,Communication_Media_Arts,Media_Journalism,0
608,mist comes down,C2,Science_Nature,Natural_Phenomena,0
609,give someone a clue,C2,Daily_Life,General_Interactions,0
610,mist lifts,B2,Science_Nature,Natural_Phenomena,0
611,go numb,B1,Daily_Life,General_Interactions,0
612,patches of fog,C2,Science_Nature,Natural_Phenomena,0
613,have a feeling,C2,Psychology_Emotions,Feelings_Emotions,0
614,patches of mist,C2,Science_Nature,Natural_Phenomena,0
615,have a good memory,C2,Psychology_Emotions,Feelings_Emotions,0
616,pour with rain,C2,Technology_Digital,Artificial_Intelligence,0
617,have the impression,C2,Communication_Media_Arts,Media_Journalism,0
618,rain heavily,C1,Technology_Digital,Artificial_Intelligence,0
619,if i remember rightly,C2,Society_Law_Politics,Law_Crime,0
620,river bursts its banks,C2,Business_Finance_Economy,Finance_Banking,0
621,leave something at home,C2,Daily_Life,Home_Housing,0
622,scorching hot,C2,Science_Nature,Natural_Phenomena,0
623,long-term memory,C2,Psychology_Emotions,Feelings_Emotions,0
624,soak up the sunshine,C2,Science_Nature,Natural_Phenomena,0
625,memories come flooding back,C2,Science_Nature,Natural_Phenomena,0
626,strong sun,B2,Science_Nature,Natural_Phenomena,0
627,memories fade,C2,Daily_Life,General_Interactions,0
628,strong wind,C1,Science_Nature,Natural_Phenomena,0
629,mind goes blank,C2,Health_Medicine,Mental_Health,0
630,tear off roofs,C2,Science_Nature,Natural_Phenomena,0
631,painful memory,C2,Health_Medicine,Illness_Diseases,0
632,thick cloud,C1,Science_Nature,Natural_Phenomena,0
633,remember someone's face,C2,Daily_Life,General_Interactions,0
634,thick fog,B2,Science_Nature,Natural_Phenomena,0
635,remind someone strongly of,C2,Health_Medicine,Mental_Health,0
636,thick snow,B2,Science_Nature,Natural_Phenomena,0
637,ridiculously over-sensitive,C2,Daily_Life,General_Interactions,0
638,torrential rain,C2,Technology_Digital,Artificial_Intelligence,0
639,sense tension,C2,Daily_Life,General_Interactions,0
640,unbroken sunshine,C2,Science_Nature,Natural_Phenomena,0
641,sensible person,C2,Psychology_Emotions,Feelings_Emotions,0
642,weather deteriorates,C2,Business_Finance_Economy,Economy_Markets,0
643,sensitive person,C2,Psychology_Emotions,Feelings_Emotions,0
644,weather gets worse,C2,Science_Nature,Natural_Phenomena,0
645,sensitive skin,C2,Health_Medicine,Illness_Diseases,0
646,weather hits,C1,Science_Nature,Natural_Phenomena,0
647,sensitive teeth,C2,Daily_Life,General_Interactions,0
648,weather improves,C2,Science_Nature,Natural_Phenomena,0
649,sensitive to heat,C2,Health_Medicine,Healthcare_Hospital,0
650,wind blows,B2,Science_Nature,Natural_Phenomena,0
651,sensitive to light,C2,Daily_Life,General_Interactions,0
652,wind dies down,C2,Science_Nature,Natural_Phenomena,0
653,short-term memory,C2,Psychology_Emotions,Feelings_Emotions,0
654,wind picks up,C2,Science_Nature,Natural_Phenomena,0
655,stir up memories,C2,Daily_Life,General_Interactions,0
656,trust your intuition,C2,Daily_Life,General_Interactions,0
657,aisle seat,B2,Technology_Digital,Artificial_Intelligence,0
658,unforgettable experience,C2,Daily_Life,General_Interactions,0
659,board a plane,C2,Travel_Transportation,Air_Travel,0
660,vaguely remember,C2,Daily_Life,General_Interactions,0
661,boat trip,B2,Travel_Transportation,Hotels_Tourism,0
662,vividly remember,C2,Daily_Life,General_Interactions,0
663,budget accommodation,C2,Business_Finance_Economy,Finance_Banking,0
664,agree to differ,C2,Communication_Media_Arts,Opinion_Discussion,0
665,agree up to a point,C2,Communication_Media_Arts,Opinion_Discussion,0
666,business travel,C2,Business_Finance_Economy,Business_Management,0
667,appreciate someone's point of view,C2,Technology_Digital,Software_Internet,0
668,business trip,C2,Business_Finance_Economy,Business_Management,0
669,be in agreement,C2,Communication_Media_Arts,Opinion_Discussion,0
670,camping trip,C1,Travel_Transportation,Hotels_Tourism,0
671,bitter dispute,C2,Daily_Life,General_Interactions,0
672,charter flight,C2,Travel_Transportation,Air_Travel,0
673,come to a compromise,C2,Daily_Life,General_Interactions,0
674,connecting flight,C2,Travel_Transportation,Air_Travel,0
675,conflict of opinion,C2,Communication_Media_Arts,Opinion_Discussion,0
676,day trip,B1,Travel_Transportation,Hotels_Tourism,0
677,controversy exists,C2,Daily_Life,General_Interactions,0
678,domestic flight,C2,Travel_Transportation,Air_Travel,0
679,controversy rages,C2,Daily_Life,General_Interactions,0
680,family-run hotel,C2,Travel_Transportation,Hotels_Tourism,0
681,differences arise,C2,Daily_Life,General_Interactions,0
682,fasten your seatbelt,C2,Health_Medicine,Healthcare_Hospital,0
683,differences exist,C2,Daily_Life,General_Interactions,0
684,fully booked,C1,Travel_Transportation,Hotels_Tourism,0
685,disagree fundamentally,C2,Health_Medicine,Mental_Health,0
686,in-flight entertainment,C2,Technology_Digital,Artificial_Intelligence,0
687,enter into an argument,C2,Communication_Media_Arts,Opinion_Discussion,0
688,in-flight magazine,C2,Travel_Transportation,Air_Travel,0
689,entirely agree,C2,Communication_Media_Arts,Opinion_Discussion,0
690,luxury hotel,C1,Travel_Transportation,Hotels_Tourism,0
691,fundamental disagreement,C2,Health_Medicine,Mental_Health,0
692,make a reservation,C2,Daily_Life,General_Interactions,0
693,go along with an idea,C2,Communication_Media_Arts,Speaking_Expressions,0
694,outward journey,C2,Travel_Transportation,Road_Travel,0
695,go along with a view,C2,Communication_Media_Arts,Speaking_Expressions,0
696,overnight journey,C2,Travel_Transportation,Road_Travel,0
697,head-on clash,C2,Daily_Life,General_Interactions,0
698,return journey,C2,Travel_Transportation,Road_Travel,0
699,heated argument,C2,Communication_Media_Arts,Opinion_Discussion,0
700,run-down hotel,C2,Travel_Transportation,Hotels_Tourism,0
701,in complete agreement,C2,Communication_Media_Arts,Opinion_Discussion,0
702,safe journey,C1,Travel_Transportation,Road_Travel,0
703,reach a compromise,C2,Daily_Life,General_Interactions,0
704,scheduled flight,C2,Travel_Transportation,Air_Travel,0
705,see someone's point,C2,Daily_Life,General_Interactions,0
706,smart hotel,C1,Technology_Digital,Artificial_Intelligence,0
707,settle a dispute,C2,Daily_Life,General_Interactions,0
708,settle your differences,C2,Daily_Life,General_Interactions,0
709,tiring journey,C2,Travel_Transportation,Road_Travel,0
710,share an opinion,C2,Technology_Digital,Social_Media,0
711,travel agent,C1,Travel_Transportation,Road_Travel,0
712,share a view,C1,Technology_Digital,Social_Media,0
713,travel arrangements,C2,Travel_Transportation,Road_Travel,0
714,tend to agree,C2,Communication_Media_Arts,Opinion_Discussion,0
715,travel brochure,C2,Travel_Transportation,Road_Travel,0
716,tend to disagree,C2,Communication_Media_Arts,Opinion_Discussion,0
717,window seat,C1,Travel_Transportation,Public_Transport,0
718,unanimous agreement,C2,Communication_Media_Arts,Opinion_Discussion,0
719,admire the view,C2,Daily_Life,General_Interactions,0
720,wholeheartedly agree,C2,Communication_Media_Arts,Arts_Creativity,0
721,beach stretches,C2,Science_Nature,Environment_Ecology,0
722,attach importance to,C2,Daily_Life,General_Interactions,0
723,bleak landscape,C2,Science_Nature,Environment_Ecology,0
724,cast doubt on,C2,Daily_Life,General_Interactions,0
725,block the view,C2,Psychology_Emotions,Feelings_Emotions,0
726,colour someone's judgement,C2,Society_Law_Politics,Law_Crime,0
727,breathtaking scenery,C2,Science_Nature,Environment_Ecology,0
728,considered opinion,C2,Communication_Media_Arts,Opinion_Discussion,0
729,catch a glimpse of,C2,Psychology_Emotions,Feelings_Emotions,0
730,difference of opinion,C2,Communication_Media_Arts,Opinion_Discussion,0
731,catch sight of,C2,Psychology_Emotions,Feelings_Emotions,0
732,evidence is based on,C2,Society_Law_Politics,Law_Crime,0
733,come into view,C2,Psychology_Emotions,Feelings_Emotions,0
734,firmly believe,C2,Daily_Life,General_Interactions,0
735,dense forest,C1,Science_Nature,Environment_Ecology,0
736,give up hope,C1,Daily_Life,General_Interactions,0
737,destroy the countryside,C2,Daily_Life,General_Interactions,0
738,great believer in,C2,Health_Medicine,Healthcare_Hospital,0
739,dominate the landscape,C2,Science_Nature,Environment_Ecology,0
740,have a sneaking suspicion,C2,Daily_Life,General_Interactions,0
741,dramatic setting,C2,Science_Nature,Environment_Ecology,0
742,have doubts,C1,Daily_Life,General_Interactions,0
743,enjoy a view,C1,Psychology_Emotions,Feelings_Emotions,0
744,have misgivings about,C2,Daily_Life,General_Interactions,0
745,fall into ruin,C2,Daily_Life,General_Interactions,0
746,have reason to believe,C2,Daily_Life,General_Interactions,0
