id,phrase,level,main_category,sub_category
515,do someone a good turn,C2,Daily_Life,General_Interactions
516,beneficial effect,C2,Daily_Life,General_Interactions
517,bring about a revolution,C2,Science_Nature,Biology_Life_Sciences
518,do the cooking,C2,Daily_Life,Routine_Activities
519,bring about a transformation,C2,Daily_Life,General_Interactions
520,do the ironing,C2,Daily_Life,Routine_Activities
521,bring about the collapse,C2,Daily_Life,General_Interactions
522,do the shopping,C2,Daily_Life,Shopping_Everyday
523,bring about the downfall,C2,Daily_Life,General_Interactions
524,do the washing,C2,Daily_Life,Routine_Activities
525,cause alarm,C1,Daily_Life,General_Interactions
526,do your best,C1,Daily_Life,General_Interactions
527,cause a lot of damage,C2,Daily_Life,General_Interactions
528,do your hair,C1,Technology_Digital,Artificial_Intelligence
529,cause an uproar,C2,Daily_Life,General_Interactions
530,do your homework,C2,Education,University_School
531,cause anxiety,C2,Health_Medicine,Mental_Health
532,make a change,C2,Daily_Life,General_Interactions
533,cause a sensation,C2,Daily_Life,General_Interactions
534,make a choice,C2,Daily_Life,General_Interactions
535,cause chaos,C1,Daily_Life,General_Interactions
536,make a comment,C2,Communication_Media_Arts,Opinion_Discussion
537,cause concern,C2,Daily_Life,General_Interactions
538,cause embarrassment,C2,Daily_Life,General_Interactions
539,cause havoc,C1,Daily_Life,General_Interactions
540,create a bad impression,C2,Communication_Media_Arts,Media_Journalism
541,create awareness,C2,Health_Medicine,Healthcare_Hospital
542,make an excuse,C2,Daily_Life,General_Interactions
543,create problems,C2,Health_Medicine,Healthcare_Hospital
544,make an improvement,C2,Daily_Life,General_Interactions
545,direct result,C2,Daily_Life,General_Interactions
546,make a phone call,C2,Technology_Digital,Devices_Hardware
547,effect a change,C2,Daily_Life,General_Interactions
548,make arrangements for,C2,Daily_Life,General_Interactions
549,have a lot of influence,C2,Daily_Life,General_Interactions
550,make changes,C1,Daily_Life,General_Interactions
551,have an effect,C2,Daily_Life,General_Interactions
552,make comments,C2,Communication_Media_Arts,Opinion_Discussion
553,have an effect on,C2,Daily_Life,General_Interactions
554,make friends,C1,Daily_Life,General_Interactions
555,have an impact on,C2,Psychology_Emotions,Behavior
556,make improvements,C2,Daily_Life,General_Interactions
557,huge effect,C1,Daily_Life,General_Interactions
558,immediate cause,C2,Communication_Media_Arts,Media_Journalism
559,biting wind,C1,Science_Nature,Natural_Phenomena
560,increase the impact,C2,Psychology_Emotions,Behavior
561,blanket of fog,C2,Science_Nature,Natural_Phenomena
562,indirect result,C2,Daily_Life,General_Interactions
563,blanket of mist,C2,Science_Nature,Natural_Phenomena
564,inevitable outcome,C2,Psychology_Emotions,Stress_Mental_State
565,blow down fences,C2,Science_Nature,Natural_Phenomena
566,inevitable result,C2,Psychology_Emotions,Stress_Mental_State
567,break in the clouds,C2,Science_Nature,Natural_Phenomena
568,major impact,C1,Psychology_Emotions,Behavior
569,cause damage,C1,Daily_Life,General_Interactions
570,make a bad impression,C2,Communication_Media_Arts,Media_Journalism
571,crisp snow,B2,Science_Nature,Natural_Phenomena
572,minimise the impact,C2,Psychology_Emotions,Behavior
573,dense fog,B2,Science_Nature,Natural_Phenomena
574,negative effect,C2,Daily_Life,General_Interactions
575,destroy buildings,C2,Science_Nature,Natural_Phenomena
576,positive effect,C2,Daily_Life,General_Interactions
577,driving rain,C1,Technology_Digital,Artificial_Intelligence
578,predictable outcome,C2,Psychology_Emotions,Stress_Mental_State
579,driving snow,C1,Travel_Transportation,Road_Travel
580,produce results,C2,Daily_Life,General_Interactions
581,fog comes down,C2,Science_Nature,Natural_Phenomena
582,produce the opposite effect,C2,Daily_Life,General_Interactions
583,fog lifts,B2,Science_Nature,Natural_Phenomena
584,reduce the impact,C2,Psychology_Emotions,Behavior
585,freak storms,C1,Science_Nature,Natural_Phenomena
586,spark off demonstrations,C2,Daily_Life,General_Interactions
587,freak weather conditions,C2,Science_Nature,Natural_Phenomena
588,spark off riots,C2,Daily_Life,General_Interactions
589,freezing cold,C2,Science_Nature,Natural_Phenomena
590,acute hearing,C2,Daily_Life,General_Interactions
591,fresh snow,B2,Science_Nature,Natural_Phenomena
592,acute sense of smell,C2,Daily_Life,General_Interactions
593,gale force winds,C2,Science_Nature,Physics_Chemistry
594,blot out a memory,C2,Psychology_Emotions,Feelings_Emotions
595,hard frost,B2,Science_Nature,Natural_Phenomena
596,clean forget,C1,Daily_Life,General_Interactions
597,heavy rain,B2,Technology_Digital,Artificial_Intelligence
598,completely forget,C2,Daily_Life,General_Interactions
599,distinctly remember,C2,Daily_Life,General_Interactions
600,high wind,B2,Science_Nature,Natural_Phenomena
601,earliest memory,C2,Psychology_Emotions,Feelings_Emotions
602,light frost,C1,Science_Nature,Natural_Phenomena
603,forget someone's name,C2,Daily_Life,General_Interactions
604,light wind,B2,Science_Nature,Natural_Phenomena
605,forget your homework,C2,Education,University_School
606,looks like rain,C2,Technology_Digital,Artificial_Intelligence
607,get the impression,C2,Communication_Media_Arts,Media_Journalism
608,mist comes down,C2,Science_Nature,Natural_Phenomena
609,give someone a clue,C2,Daily_Life,General_Interactions
610,mist lifts,B2,Science_Nature,Natural_Phenomena
611,go numb,B1,Daily_Life,General_Interactions
612,patches of fog,C2,Science_Nature,Natural_Phenomena
613,have a feeling,C2,Psychology_Emotions,Feelings_Emotions
614,patches of mist,C2,Science_Nature,Natural_Phenomena
615,have a good memory,C2,Psychology_Emotions,Feelings_Emotions
616,pour with rain,C2,Technology_Digital,Artificial_Intelligence
617,have the impression,C2,Communication_Media_Arts,Media_Journalism
618,rain heavily,C1,Technology_Digital,Artificial_Intelligence
619,if i remember rightly,C2,Society_Law_Politics,Law_Crime
620,river bursts its banks,C2,Business_Finance_Economy,Finance_Banking
621,leave something at home,C2,Daily_Life,Home_Housing
622,scorching hot,C2,Science_Nature,Natural_Phenomena
623,long-term memory,C2,Psychology_Emotions,Feelings_Emotions
624,soak up the sunshine,C2,Science_Nature,Natural_Phenomena
625,memories come flooding back,C2,Science_Nature,Natural_Phenomena
626,strong sun,B2,Science_Nature,Natural_Phenomena
627,memories fade,C2,Daily_Life,General_Interactions
628,strong wind,C1,Science_Nature,Natural_Phenomena
629,mind goes blank,C2,Health_Medicine,Mental_Health
630,tear off roofs,C2,Science_Nature,Natural_Phenomena
631,painful memory,C2,Health_Medicine,Illness_Diseases
632,thick cloud,C1,Science_Nature,Natural_Phenomena
633,remember someone's face,C2,Daily_Life,General_Interactions
634,thick fog,B2,Science_Nature,Natural_Phenomena
635,remind someone strongly of,C2,Health_Medicine,Mental_Health
636,thick snow,B2,Science_Nature,Natural_Phenomena
637,ridiculously over-sensitive,C2,Daily_Life,General_Interactions
638,torrential rain,C2,Technology_Digital,Artificial_Intelligence
639,sense tension,C2,Daily_Life,General_Interactions
640,unbroken sunshine,C2,Science_Nature,Natural_Phenomena
641,sensible person,C2,Psychology_Emotions,Feelings_Emotions
642,weather deteriorates,C2,Business_Finance_Economy,Economy_Markets
643,sensitive person,C2,Psychology_Emotions,Feelings_Emotions
644,weather gets worse,C2,Science_Nature,Natural_Phenomena
645,sensitive skin,C2,Health_Medicine,Illness_Diseases
646,weather hits,C1,Science_Nature,Natural_Phenomena
647,sensitive teeth,C2,Daily_Life,General_Interactions
648,weather improves,C2,Science_Nature,Natural_Phenomena
649,sensitive to heat,C2,Health_Medicine,Healthcare_Hospital
650,wind blows,B2,Science_Nature,Natural_Phenomena
651,sensitive to light,C2,Daily_Life,General_Interactions
652,wind dies down,C2,Science_Nature,Natural_Phenomena
653,short-term memory,C2,Psychology_Emotions,Feelings_Emotions
654,wind picks up,C2,Science_Nature,Natural_Phenomena
655,stir up memories,C2,Daily_Life,General_Interactions
656,trust your intuition,C2,Daily_Life,General_Interactions
657,aisle seat,B2,Technology_Digital,Artificial_Intelligence
658,unforgettable experience,C2,Daily_Life,General_Interactions
659,board a plane,C2,Travel_Transportation,Air_Travel
660,vaguely remember,C2,Daily_Life,General_Interactions
661,boat trip,B2,Travel_Transportation,Hotels_Tourism
662,vividly remember,C2,Daily_Life,General_Interactions
663,budget accommodation,C2,Business_Finance_Economy,Finance_Banking
664,agree to differ,C2,Communication_Media_Arts,Opinion_Discussion
665,agree up to a point,C2,Communication_Media_Arts,Opinion_Discussion
666,business travel,C2,Business_Finance_Economy,Business_Management
667,appreciate someone's point of view,C2,Technology_Digital,Software_Internet
668,business trip,C2,Business_Finance_Economy,Business_Management
669,be in agreement,C2,Communication_Media_Arts,Opinion_Discussion
670,camping trip,C1,Travel_Transportation,Hotels_Tourism
671,bitter dispute,C2,Daily_Life,General_Interactions
672,charter flight,C2,Travel_Transportation,Air_Travel
673,come to a compromise,C2,Daily_Life,General_Interactions
674,connecting flight,C2,Travel_Transportation,Air_Travel
675,conflict of opinion,C2,Communication_Media_Arts,Opinion_Discussion
676,day trip,B1,Travel_Transportation,Hotels_Tourism
677,controversy exists,C2,Daily_Life,General_Interactions
678,domestic flight,C2,Travel_Transportation,Air_Travel
679,controversy rages,C2,Daily_Life,General_Interactions
680,family-run hotel,C2,Travel_Transportation,Hotels_Tourism
681,differences arise,C2,Daily_Life,General_Interactions
682,fasten your seatbelt,C2,Health_Medicine,Healthcare_Hospital
683,differences exist,C2,Daily_Life,General_Interactions
684,fully booked,C1,Travel_Transportation,Hotels_Tourism
685,disagree fundamentally,C2,Health_Medicine,Mental_Health
686,in-flight entertainment,C2,Technology_Digital,Artificial_Intelligence
687,enter into an argument,C2,Communication_Media_Arts,Opinion_Discussion
688,in-flight magazine,C2,Travel_Transportation,Air_Travel
689,entirely agree,C2,Communication_Media_Arts,Opinion_Discussion
690,luxury hotel,C1,Travel_Transportation,Hotels_Tourism
691,fundamental disagreement,C2,Health_Medicine,Mental_Health
692,make a reservation,C2,Daily_Life,General_Interactions
693,go along with an idea,C2,Communication_Media_Arts,Speaking_Expressions
694,outward journey,C2,Travel_Transportation,Road_Travel
695,go along with a view,C2,Communication_Media_Arts,Speaking_Expressions
696,overnight journey,C2,Travel_Transportation,Road_Travel
697,head-on clash,C2,Daily_Life,General_Interactions
698,return journey,C2,Travel_Transportation,Road_Travel
699,heated argument,C2,Communication_Media_Arts,Opinion_Discussion
700,run-down hotel,C2,Travel_Transportation,Hotels_Tourism
701,in complete agreement,C2,Communication_Media_Arts,Opinion_Discussion
702,safe journey,C1,Travel_Transportation,Road_Travel
703,reach a compromise,C2,Daily_Life,General_Interactions
704,scheduled flight,C2,Travel_Transportation,Air_Travel
705,see someone's point,C2,Daily_Life,General_Interactions
706,smart hotel,C1,Technology_Digital,Artificial_Intelligence
707,settle a dispute,C2,Daily_Life,General_Interactions
708,settle your differences,C2,Daily_Life,General_Interactions
709,tiring journey,C2,Travel_Transportation,Road_Travel
710,share an opinion,C2,Technology_Digital,Social_Media
711,travel agent,C1,Travel_Transportation,Road_Travel
712,share a view,C1,Technology_Digital,Social_Media
713,travel arrangements,C2,Travel_Transportation,Road_Travel
714,tend to agree,C2,Communication_Media_Arts,Opinion_Discussion
715,travel brochure,C2,Travel_Transportation,Road_Travel
716,tend to disagree,C2,Communication_Media_Arts,Opinion_Discussion
717,window seat,C1,Travel_Transportation,Public_Transport
718,unanimous agreement,C2,Communication_Media_Arts,Opinion_Discussion
719,admire the view,C2,Daily_Life,General_Interactions
720,wholeheartedly agree,C2,Communication_Media_Arts,Arts_Creativity
721,beach stretches,C2,Science_Nature,Environment_Ecology
722,attach importance to,C2,Daily_Life,General_Interactions
723,bleak landscape,C2,Science_Nature,Environment_Ecology
724,cast doubt on,C2,Daily_Life,General_Interactions
725,block the view,C2,Psychology_Emotions,Feelings_Emotions
726,colour someone's judgement,C2,Society_Law_Politics,Law_Crime
727,breathtaking scenery,C2,Science_Nature,Environment_Ecology
728,considered opinion,C2,Communication_Media_Arts,Opinion_Discussion
729,catch a glimpse of,C2,Psychology_Emotions,Feelings_Emotions
730,difference of opinion,C2,Communication_Media_Arts,Opinion_Discussion
731,catch sight of,C2,Psychology_Emotions,Feelings_Emotions
732,evidence is based on,C2,Society_Law_Politics,Law_Crime
733,come into view,C2,Psychology_Emotions,Feelings_Emotions
734,firmly believe,C2,Daily_Life,General_Interactions
735,dense forest,C1,Science_Nature,Environment_Ecology
736,give up hope,C1,Daily_Life,General_Interactions
737,destroy the countryside,C2,Daily_Life,General_Interactions
738,great believer in,C2,Health_Medicine,Healthcare_Hospital
739,dominate the landscape,C2,Science_Nature,Environment_Ecology
740,have a sneaking suspicion,C2,Daily_Life,General_Interactions
741,dramatic setting,C2,Science_Nature,Environment_Ecology
742,have doubts,C1,Daily_Life,General_Interactions
743,enjoy a view,C1,Psychology_Emotions,Feelings_Emotions
744,have misgivings about,C2,Daily_Life,General_Interactions
745,fall into ruin,C2,Daily_Life,General_Interactions
746,have reason to believe,C2,Daily_Life,General_Interactions
747,familiar landscape,C2,Science_Nature,Environment_Ecology
748,have strong opinions,C2,Communication_Media_Arts,Opinion_Discussion
749,fast-flowing river,C2,Science_Nature,Environment_Ecology
750,hold the opinion that,C2,Communication_Media_Arts,Opinion_Discussion
751,follow a path,C2,Daily_Life,General_Interactions
752,hold the view that,C2,Daily_Life,General_Interactions
753,gentle landscape,C2,Science_Nature,Environment_Ecology
754,lead someone to conclude,C2,Daily_Life,General_Interactions
755,golden sands,C1,Science_Nature,Environment_Ecology
756,leave someone alone,C2,Daily_Life,General_Interactions
757,lie in ruins,C1,Daily_Life,General_Interactions
758,make an assumption,C2,Daily_Life,General_Interactions
759,mountains tower,C2,Technology_Digital,Artificial_Intelligence
760,matter of opinion,C2,Communication_Media_Arts,Opinion_Discussion
761,open fields,C1,Science_Nature,Environment_Ecology
762,opinions are divided,C2,Communication_Media_Arts,Opinion_Discussion
763,panoramic view,C2,Psychology_Emotions,Feelings_Emotions
764,poles apart,C1,Communication_Media_Arts,Arts_Creativity
765,peaceful countryside,C2,Psychology_Emotions,Stress_Mental_State
766,popular belief,C2,Daily_Life,General_Interactions
767,protect the environment,C2,Science_Nature,Environment_Ecology
768,serious misgivings,C2,Daily_Life,General_Interactions
769,rocky mountains,C2,Technology_Digital,Artificial_Intelligence
770,set of beliefs,C2,Daily_Life,General_Interactions
771,round a bend,C1,Daily_Life,General_Interactions
